254,0.00190237,13.5
255,0.00220363,14
256,0.00291713,23
257,0.00213699,13.5
258,0.00241564,14
259,0.00336129,23
260,0.00303983,22.5
261,0.00341415,28
262,0.00317829,28.5
263,0.00282206,22.5
264,0.00335287,28
265,0.00300899,22.5
266,0.00200111,13.5
267,0.00209349,14
268,0.00271446,23
269,0.00182966,13.5
270,0.00185979,14
271,0.00334138,23
272,0.00163627,13.5
273,0.00191034,14
274,0.00252295,23
275,0.00225149,22.5
276,0.00284718,28
277,0.00222466,22.5
278,0.00248622,24
279,0.00225632,24
280,0.00224962,24
281,0.00249664,24
282,0.00252016,29
283,0.00229216,24
284,0.00218955,24
285,0.00259366,29
286,0.00227197,24
287,0.00225835,24
288,0.00281294,29
289,0.00224535,24
290,0.0027841,30.5
291,0.00245143,23
292,0.00421069,30.5
293,0.00414257,30.5
294,0.00112774,7
295,0.00459276,60.5
296,0.00310378,34.5
297,0.00550561,74.5
298,0.00215635,22.5
299,0.00141732,13
300,0.00142185,13
301,0.00138053,13
302,0.00250288,29
